,Label1,Label2,Count_normalized
2559,"CRISPR associated protein Cas6, C-terminal",Cas6 N-terminal domain,1.79
12469,RNB domain,TnsA-like endonuclease N terminal,1.61
12468,RNB domain,TnsA endonuclease C terminal,1.61
2082,Prealbumin-like fold domain,RTX calcium-binding nonapeptide repeat (4 copies),2.4
2249,Atrophied bacterial Ig domain,Putative cell wall binding repeat,2.48
8517,Bacterial TSP3 repeat,Domain of unknown function DUF11,1.95
332,Hpt domain,PAS domain,2.94
11728,Enoyl-CoA hydratase/isomerase,YjeF-related protein N-terminus,1.1
11733,Carbohydrate kinase,Enoyl-CoA hydratase/isomerase,1.1
18163,"Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain I",RimM N-terminal domain,1.1
2071,"Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain I","Thiamin pyrophosphokinase, catalytic domain",1.1
18161,PRC-barrel domain,"Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain I",1.1
2061,"Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain I","Thiamin pyrophosphokinase, vitamin B1 binding domain",1.1
19076,Glycine cleavage T-protein C-terminal barrel domain,Peptidase M16 inactive domain,1.1
2203,D-alanyl-D-alanine carboxypeptidase,Prealbumin-like fold domain,2.2
2335,Muc B2-like domain,URI fold toxin 2,1.1
8778,Flagella basal body rod protein,Staphylococcal nuclease homologue,1.1
3600,Glycosyl hydrolases family 2,Transglycosylase SLT domain,1.95
2348,Mucin binding domain,URI fold toxin 2,1.1
95,Cna protein B-type domain,Haemolysin-type calcium binding protein related domain,1.61
8689,RNase H-like domain found in reverse transcriptase,zinc-finger of transposase IS204/IS1001/IS1096/IS1165,1.79
3755,LysM domain,Peptidase family M23,1.95
15501,Carbohydrate binding module (family 6),WD40-like Beta Propeller Repeat,1.95
7558,Bacterial Ig-like domain (group 4),WD40-like Beta Propeller Repeat,1.95
9721,"Bifunctional DNA primase/polymerase, N-terminal",SEC-C motif,1.61
13977,"Abnormal spindle-like microcephaly-assoc'd, ASPM-SPD-2-Hydin",Glycosyl hydrolases family 11,1.61
7370,Phage lysozyme,Transglycosylase SLT domain,1.61
3367,AAA domain,Bacterial trigger factor protein (TF) C-terminus,2.4
20242,Autotransporter beta-domain,Domain of unknown function (DUF4347),1.61
2227,"Cytosol aminopeptidase family, catalytic domain",XdhC and CoxI family,1.1
2226,"Cytosol aminopeptidase family, N-terminal domain",XdhC and CoxI family,1.1
2232,"Cytosol aminopeptidase family, N-terminal domain",XdhC Rossmann domain,1.1
2233,"Cytosol aminopeptidase family, catalytic domain",XdhC Rossmann domain,1.1
11663,Tetratricopeptide repeat,TniQ,2.64
1516,Listeria-Bacteroides repeat domain (List_Bact_rpt),S-layer homology domain,3.04
7181,Bacteriophage Mu transposase,"Mu transposase, C-terminal",1.1
4277,"Mu transposase, C-terminal",Putative transposase of IS4/5 family (DUF4096),1.1
1707,Ribonuclease E/G family,tRNA modifying enzyme MnmG/GidA C-terminal helical domain,1.1
1713,"RNase E/G, Thioredoxin-like domain",tRNA modifying enzyme MnmG/GidA C-terminal helical domain,1.1
4335,Domain of unknown function (DUF4131),PrsW family intramembrane metalloprotease,1.1
4333,Competence protein,PrsW family intramembrane metalloprotease,1.1
5708,"Uncharacterised 5xTM membrane BCR, YitT family COG1284",YetF C-terminal domain,1.1
18869,FAD binding domain,NAD(P)-binding Rossmann-like domain,1.1
5280,Dinitrogenase iron-molybdenum cofactor,FeoA domain,1.1
3362,FeoA domain,OPT oligopeptide transporter protein,1.1
5286,FeoA domain,Protein of unknown function  DUF134,1.1
3358,Branched-chain amino acid transport system / permease component,FeoA domain,1.1
19799,MshEN domain,UPF0150-like,1.1
19797,HicB family,MshEN domain,1.1
3051,3D domain,Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD,1.1
3052,3D domain,PEP-CTERM motif,1.1
8140,Putative ATP-dependent DNA helicase recG C-terminal,Shikimate / quinate 5-dehydrogenase,1.61
1684,Glycosyl hydrolase family 31 C-terminal domain,"Glycosyl hydrolases family 2, TIM barrel domain",1.79
10125,"DNA polymerase III subunit alpha, C-terminal domain","Nucleotidyl transferase AbiEii toxin, Type IV TA system",1.1
10136,"DNA polymerase III subunit alpha, C-terminal domain",Putative transposon-transfer assisting protein,1.1
10310,Bacterial Ig-like domain,Secretion system C-terminal sorting domain,2.64
5312,Immunoglobulin A1 protease,Prealbumin-like fold domain,1.61
4627,Domain of unknown function (DUF4430),Glycosyl hydrolase family 9,1.1
8407,AAA domain (Cdc48 subfamily),Ferric iron reductase FhuF-like transporter,1.39
8406,AAA domain (Cdc48 subfamily),FhuF 2Fe-2S C-terminal domain,1.39
4355,ABC transporter transmembrane region,UvrB/uvrC motif,1.39
4348,ABC transporter transmembrane region,UvrC RNAse H endonuclease domain,1.39
7839,Mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase,S-layer homology domain,2.4
13383,ASCH domain,Molybdopterin oxidoreductase,1.1
10320,Bacterial adhesion/invasion protein N terminal,"Mycoplasma protein of unknown function, DUF285",1.61
5355,NB-ARC domain,YheO-like PAS domain,1.1
369,"Aminoglycoside adenylyltransferase, C-terminal domain","Bacterial regulatory helix-turn-helix protein, lysR family",1.61
12648,CHAT domain,Glycine cleavage H-protein,1.1
378,"Aminoglycoside adenylyltransferase, C-terminal domain",LysR substrate binding domain,1.61
10214,GCN5-related N-acetyl-transferase,Molybdopterin oxidoreductase Fe4S4 domain,1.1
10213,Family of unknown function (DUF5996),Molybdopterin oxidoreductase Fe4S4 domain,1.1
19479,Dictyostelium (slime mold) repeat,PKD domain,1.39
6710,Alpha-L-rhamnosidase N-terminal domain,"Sigma-70 factor, region 1.2",1.61
6945,CRISPR-associated protein (Cas_Csm6),PHP-associated,1.1
6180,Glycosyltransferase Family 4,Periplasmic binding proteins and sugar binding domain of LacI family,1.79
5896,Acetyltransferase (GNAT) family,Domain of unknown function (DUF6363),1.1
5890,Acetyltransferase (GNAT) family,Patatin-like phospholipase,1.1
8107,Conjugative transposon protein TraO,Leucine rich repeat N-terminal domain,1.39
8101,Leucine rich repeat N-terminal domain,TraQ conjugal transfer protein,1.39
12328,CRISPR-associated (Cas) DxTHG family,CRISPR-associated protein (Cas_Cas02710),1.61
19147,SLBB domain,alpha/beta hydrolase fold,1.1
19148,SLBB domain,TAP-like protein,1.1
3855,"Bacterial regulatory proteins, gntR family","Thiamine pyrophosphate enzyme, central domain",1.61
3843,"Bacterial regulatory proteins, gntR family","Thiamine pyrophosphate enzyme, C-terminal TPP binding domain",1.61
3200,AAA+ lid domain,Sigma-54 interaction domain,1.61
447,Recombinase,Type IV pili methyl-accepting chemotaxis transducer N-term,2.2
1126,Recombinase zinc beta ribbon domain,SWIM zinc finger,1.61
2378,DNA topoisomerase,Sigma-70 region 3,1.61
3067,Cna protein B-type domain,Starch-binding module 26,1.61
10944,Bacterial Ig domain,Secretion system C-terminal sorting domain,3.09
15572,AAA domain,Protein of unknown function (DUF3320),1.61
15571,AAA domain,REase_MTES_1575,1.61
9324,AAA domain,"Exonuclease VII, large subunit",1.61
12747,Peptidase family S41,Plant invertase/pectin methylesterase inhibitor,1.1
13764,Iron-sulfur cluster-binding domain,Ribosomal RNA large subunit methyltransferase N-terminal domain,1.1
5778,Glycosyl transferase family 8,Low molecular weight phosphotyrosine protein phosphatase,1.1
14824,ClpX C4-type zinc finger,PIF1-like helicase,1.1
5772,Arginase family,Glycosyl transferase family 8,1.1
2613,Transposase C of IS166 homeodomain,Transposase DDE domain,1.39
2967,Divergent InlB B-repeat domain,Viral BACON domain,2.4
2124,Glycosyl hydrolases family 25,Two component regulator propeller,1.95
5856,PDZ domain,Protein kinase domain,2.2
6332,Protein of unknown function C-terminus (DUF2399),RNA pseudouridylate synthase,1.1
6326,Protein of unknown function N-terminus (DUF3323),RNA pseudouridylate synthase,1.1
6724,Alpha-L-rhamnosidase N-terminal domain,"Sigma-70, region 4",2.2
7830,NADH pyrophosphatase-like rudimentary NUDIX domain,Nudix N-terminal,1.1
13601,Type ISP C-terminal specificity domain,tRNA modifying enzyme MnmG/GidA C-terminal helical bundle,1.1
4365,"Transketolase, thiamine diphosphate binding domain",YqeC protein,1.1
4366,"Transketolase, C-terminal domain",YqeC protein,1.1
842,Barrel-sandwich domain of CusB or HlyD membrane-fusion,Cation efflux system protein CusB domain 1,1.1
13675,GGDEF-like domain,Replicase family,1.1
13734,VpsR domain,tRNA modifying enzyme MnmG/GidA C-terminal helical bundle,1.1
15936,"Alanine dehydrogenase/PNT, C-terminal domain",Methyltransferase small domain,1.1
15934,"Alanine dehydrogenase/PNT, C-terminal domain",Methyltransferase small domain N-terminal,1.1
8567,16S rRNA methyltransferase RsmB/F,Methyltransferase small domain,1.1
8566,16S rRNA methyltransferase RsmB/F,Methyltransferase small domain N-terminal,1.1
15935,"Alanine dehydrogenase/PNT, N-terminal domain",Methyltransferase small domain N-terminal,1.1
15937,"Alanine dehydrogenase/PNT, N-terminal domain",Methyltransferase small domain,1.1
3594,Glycosyl hydrolase family 10,Transglycosylase SLT domain,1.61
3171,Protein kinase domain,Putative peptidoglycan binding domain,2.4
8382,HAD-hyrolase-like,Transposase IS200 like,1.1
17589,Domain of unknonw function from B. Theta Gene description (DUF3874),"RelA/SpoT, AH and RIS domains",1.1
13831,Aspartyl protease,Bacterial protein of unknown function (DUF916),1.1
13832,Aspartyl protease,Protein of unknown function C-terminal (DUF3324),1.1
1812,"Glycosyl hydrolase family 20, catalytic domain",Prolyl oligopeptidase family,1.1
1813,"Glycosyl hydrolase family 20, domain 2",Prolyl oligopeptidase family,1.1
13719,Bacterial Ig-like domain (group 1),Fibronectin type III domain,1.61
4246,Concanavalin A-like lectin/glucanases superfamily,Transglutaminase-like superfamily,2.08
5220,CRISPR-associated protein Cse1 (CRISPR_cse1),Helicase conserved C-terminal domain,2.77
3074,Starch-binding module 26,von Willebrand factor type A domain,1.61
9728,MCM AAA-lid domain,Plasmid pRiA4b ORF-3-like protein,1.1
5666,ABC transporter,"CDC6, C terminal winged helix domain",2.08
3467,CRISPR-associated protein NE0113 (Cas_NE0113),Putative RNA methylase family UPF0020,1.1
7754,4Fe-4S binding domain,Antibiotic biosynthesis monooxygenase,1.1
3471,CRISPR-associated protein NE0113 (Cas_NE0113),THUMP domain,1.1
7753,4Fe-4S binding domain,Nitroreductase family,1.1
7931,FeoB-associated Cys-rich membrane protein,KOW motif,1.1
7725,FlgD Ig-like domain,Sulfatase-modifying factor enzyme 1,1.95
11779,Beta-propeller repeat,Leucine Rich Repeat,1.61
8102,Calx-beta domain,TraQ conjugal transfer protein,1.39
8108,Calx-beta domain,Conjugative transposon protein TraO,1.39
16261,Primase C terminal 1 (PriCT-1),Protein of unknown function (DUF1569),1.1
725,Exonuclease,Surface adhesin CshA repetitive domain,1.1
5521,"Endo-alpha-N-acetylgalactosaminidase, domain 5",G5 domain,1.1
5517,G5 domain,Galactose-binding domain-like,1.1
12549,Cupin domain,"Virulence regulatory factor CvfB, second domain",1.1
6301,Exonuclease,RecQ zinc-binding,1.1
12545,Cupin domain,CvfB-like winged helix domain,1.1
11843,Carbohydrate kinase,Uncharacterized protein family UPF0004,1.1
11842,Uncharacterized protein family UPF0004,YjeF-related protein N-terminus,1.1
15274,Flagellar basal body rod FlgEFG protein C-terminal,Plant phosphoribosyltransferase C-terminal,1.1
13874,PKD-like domain,RTX calcium-binding nonapeptide repeat (4 copies),1.95
7358,MatE,Serine dehydratase alpha chain,1.1
11825,Domain of unknown function,"Mechanosensitive ion channel, beta-domain",1.1
7344,Glycosyl hydrolases family 43,PA domain,1.61
16240,FHA domain,HAS barrel domain,1.1
14174,ERCC4 domain,FHA domain,1.1
2964,"Mycoplasma protein of unknown function, DUF285",Viral BACON domain,2.3
3828,DDE superfamily endonuclease,FAR1 DNA-binding domain,1.1
2673,Family of unknown function (DUF6075),NUMOD3 motif,1.1
10831,IgA Peptidase M64,S-layer homology domain,1.95
18545,Restriction endonuclease,Ribosomal protein S27a,1.1
4445,Collagen binding domain,T-Q ester bond containing domain,1.61
10724,Beta-propeller repeat,FG-GAP-like repeat,1.39
8468,Domain of unknown function (DUF1287),Serpin (serine protease inhibitor),1.1
15503,Reelin subrepeat B,WD40-like Beta Propeller Repeat,1.61
5121,Listeria-Bacteroides repeat domain (List_Bact_rpt),URI fold toxin 2,1.61
15505,"Immune inhibitor A-like, MAM domain",WD40-like Beta Propeller Repeat,1.61
4901,Family of unknown function (DUF6580),TruB family pseudouridylate synthase (N terminal domain),1.1
18536,TOBE domain,tRNA modifying enzyme MnmG/GidA C-terminal helical bundle,1.1
4900,Diphthamide synthase,TruB family pseudouridylate synthase (N terminal domain),1.1
7458,"Galactose oxidase, central domain",Secretion system C-terminal sorting domain,1.95
18535,Globin,tRNA modifying enzyme MnmG/GidA C-terminal helical bundle,1.1
4904,Diphthamide synthase,tRNA pseudouridylate synthase B C-terminal domain,1.1
4905,Family of unknown function (DUF6580),tRNA pseudouridylate synthase B C-terminal domain,1.1
4898,AMP-binding enzyme C-terminal domain,DHH family,1.61
12459,DNA gyrase B,Ribonuclease B OB domain,1.61
5529,"Arginine repressor, C-terminal domain","Filamentation induced by cAMP protein Fic-like, C-terminal domain",1.1
5530,"Arginine repressor, DNA binding domain","Filamentation induced by cAMP protein Fic-like, C-terminal domain",1.1
13671,NMT1/THI5 like,Replicase family,1.1
16304,D5 N terminal like,"HB1, ASXL, restriction endonuclease HTH domain",1.61
9978,RHS protein,von Willebrand factor type A domain,1.61
16309,D5 N terminal like,Mrr N-terminal domain,1.61
11427,AAA domain,Helix-hairpin-helix motif,2.77
12721,Glycosyl transferase family 41,Tetratricopeptide repeat,1.95
3823,BED zinc finger,Tc5 transposase DNA-binding domain,1.1
14320,Domain of unknown function (DUF4328),zinc-ribbon domain,1.1
9801,"Inner membrane component of T3SS, cytoplasmic domain",zinc-ribbon domain,1.1
8081,BspA type Leucine rich repeat region (6 copies),PQQ enzyme repeat,2.08
4302,Polysaccharide biosynthesis/export protein,Protein kinase domain,1.79
5374,Glycosyl transferase family 8,Periplasmic binding proteins and sugar binding domain of LacI family,1.39
4136,Cna protein B-type domain,Right handed beta helix region,2.08
9569,"Prephenate dehydrogenase, nucleotide-binding domain",TRAM domain,1.39
9570,"Prephenate dehydrogenase, dimerization domain",TRAM domain,1.39
9602,Carbohydrate binding module (family 35),"Glycosyl hydrolases family 2, sugar binding domain",1.61
84,"Cytosol aminopeptidase family, N-terminal domain","Orn/Lys/Arg decarboxylase, C-terminal domain",1.1
73,"Cytosol aminopeptidase family, catalytic domain","Orn/Lys/Arg decarboxylase, major domain",1.1
72,"Cytosol aminopeptidase family, N-terminal domain","Orn/Lys/Arg decarboxylase, major domain",1.1
85,"Cytosol aminopeptidase family, catalytic domain","Orn/Lys/Arg decarboxylase, C-terminal domain",1.1
4771,Flagellar hook-associated protein 2 C-terminus,Immunoglobulin-like domain of bacterial spore germination,1.1
16765,GW (Gly-Tryp) dipeptide domain,"Immune inhibitor A-like metallopeptidase, VEG domain",1.1
4770,Flagellar hook-associated protein 2 C-terminus,PrcB C-terminal,1.1
4751,Flagellar hook-associated protein 2 N-terminus,Immunoglobulin-like domain of bacterial spore germination,1.1
4750,Flagellar hook-associated protein 2 N-terminus,PrcB C-terminal,1.1
16218,Domain of unknown function (DUF4979),Long Rib domain,1.1
1683,Glycosyl hydrolase 31 N-terminal galactose mutarotase-like domain,"Glycosyl hydrolases family 2, TIM barrel domain",1.79
8549,"Linear amide C-N hydrolases, choloylglycine hydrolase family",Putative cell wall binding repeat,1.95
15989,"Bifunctional DNA primase/polymerase, N-terminal",MobA-like NTP transferase domain,1.61
1458,Calx-beta domain,Fibronectin type III domain,2.3
13562,NAD-dependent DNA ligase OB-fold domain,Threonyl and Alanyl tRNA synthetase second additional domain,1.1
13559,NAD-dependent DNA ligase adenylation domain,Threonyl and Alanyl tRNA synthetase second additional domain,1.1
2320,Kre9/KNH-like N-terminal Ig-like domain,Prealbumin-like fold domain,1.61
2321,Malectin domain,Prealbumin-like fold domain,1.61
12442,DNA photolyase,N-6 DNA Methylase,1.1
12436,FAD binding domain of DNA photolyase,N-6 DNA Methylase,1.1
14878,Putative ATP-dependent DNA helicase recG C-terminal,Restriction endonuclease,1.61
17668,FAD binding domain,chorismate binding enzyme,1.1
17670,Amino-transferase class IV,FAD binding domain,1.1
2499,Alcohol dehydrogenase GroES-like domain,CRISPR-associated protein (Cas_Cas02710),1.61
2500,CRISPR-associated protein (Cas_Cas02710),Zinc-binding dehydrogenase,1.61
17669,"Anthranilate synthase component I, N terminal region",FAD binding domain,1.1
13201,"Bacterial regulatory protein, Fis family",Helix-turn-helix,1.95
14273,Anaphase-promoting complex subunit 4 WD40 domain,Bacterial Alpha-2-macroglobulin MG10 domain,1.1
10218,Molybdopterin oxidoreductase,Molybdopterin oxidoreductase N-terminal domain,1.1
6950,Carbon-nitrogen hydrolase,PHP-associated,1.1
6949,Apolipoprotein N-acyltransferase N-terminal domain,PHP-associated,1.1
14267,Alpha-2-macroglobulin bait region domain,Anaphase-promoting complex subunit 4 WD40 domain,1.1
14268,Anaphase-promoting complex subunit 4 WD40 domain,Bacterial Alpha-2-macroglobulin MG5 domain,1.1
14269,Anaphase-promoting complex subunit 4 WD40 domain,Bacterial alpha-2 macroglobulin MG2 domain,1.1
14270,Anaphase-promoting complex subunit 4 WD40 domain,Bacterial macroglobulin domain 6,1.1
17076,ATP dependent DNA ligase C terminal region,DNA gyrase B subunit insert domain,1.1
14272,Anaphase-promoting complex subunit 4 WD40 domain,MG2 domain,1.1
14271,Anaphase-promoting complex subunit 4 WD40 domain,Bacterial alpha-2-macroglobulin MG3 domain,1.1
11097,Bacterial SH3 domain,Glycosyl hydrolase family 10,1.61
4435,Propeptide_C25,Y_Y_Y domain,1.61
1850,Dockerin type I domain,"Putative binding domain, N-terminal",2.2
12998,Effector-associated domain 7,"Initiator Replication protein, WH1",1.95
6017,"Initiator Rep protein, WH2",U-box domain,1.95
6019,"Initiator Replication protein, WH1",U-box domain,1.95
13000,Effector-associated domain 7,"Initiator Rep protein, WH2",1.95
3121,Stage II sporulation protein E (SpoIIE),Stage II sporulation protein E N-terminal,1.61
10209,Molybdopterin oxidoreductase Fe4S4 domain,Molydopterin dinucleotide binding domain,1.1
15558,Ankyrin repeats (many copies),C2H2-type zinc finger,1.39
18361,GldM C-terminal domain,Polysaccharide biosynthesis/export protein,1.1
18360,GldM third domain,Polysaccharide biosynthesis/export protein,1.1
16335,AMP-binding enzyme C-terminal domain,Condensation domain,1.1
18359,GldM N-terminal domain,Polysaccharide biosynthesis/export protein,1.1
18362,GldM second domain,Polysaccharide biosynthesis/export protein,1.1
15443,Polysaccharide biosynthesis protein,Proton-conducting membrane transporter,1.1
13782,BRCA1 C Terminus (BRCT) domain,CbbQ/NirQ/NorQ C-terminal,1.1
5326,Glutaminase/Asparaginase C-terminal domain,"Tetrahydrofolate dehydrogenase/cyclohydrolase, catalytic domain",1.1
5332,"Asparaginase, N-terminal","Tetrahydrofolate dehydrogenase/cyclohydrolase, catalytic domain",1.1
5325,Glutaminase/Asparaginase C-terminal domain,"Tetrahydrofolate dehydrogenase/cyclohydrolase, NAD(P)-binding domain",1.1
5331,"Asparaginase, N-terminal","Tetrahydrofolate dehydrogenase/cyclohydrolase, NAD(P)-binding domain",1.1
15927,4Fe-4S binding domain,LAGLIDADG-like domain,1.39
6597,Periplasmic sensor domain,Response regulator receiver domain,2.89
19067,L-2-amino-thiazoline-4-carboxylic acid hydrolase,Peptidase C39 family,1.1
10535,BFD-like [2Fe-2S] binding domain,DHHC palmitoyltransferase,1.1
2455,Divergent InlB B-repeat domain,Domain of unknown function DUF11,2.48
17195,RibD C-terminal domain,SMODS-associated and fused to various effectors sensor domain,1.1
17197,"LigD, primase-polymerase domain",SMODS-associated and fused to various effectors sensor domain,1.1
10532,"Anaphase-promoting complex, cyclosome, subunit 3",DHHC palmitoyltransferase,1.1
1098,"Diguanylate cyclase, GGDEF domain",Helix-turn-helix,3.47
2640,Divergent InlB B-repeat domain,Putative Ig domain,2.48
16559,PPIC-type PPIASE domain,SurA-like N-terminal domain,1.61
18469,IclR helix-turn-helix domain,PilZ domain,1.39
4056,Diaminopimelate epimerase,Putative CRISPR-associated protein (Cas_VVA1548),1.1
14425,Domain of unknown function (DUF1835),"Oxidoreductase family, C-terminal alpha/beta domain",1.1
18086,S4 domain,Stage II sporulation protein E (SpoIIE),1.61
7765,CHC2 zinc finger,Peptidase S24-like,1.95
4027,Probable transposase,Transposase,2.64
1264,Putative redox-active protein (C_GCAxxG_C_C),Sterol carrier protein domain,1.1
100,Haemolysin-type calcium binding protein related domain,RTX calcium-binding nonapeptide repeat (4 copies),1.61
450,HAMP domain,Recombinase zinc beta ribbon domain,2.83
4946,OmpA family,Subtilase family,2.3
17517,D5 N terminal like,IclR helix-turn-helix domain,2.08
5877,Putative peptidoglycan binding domain,Trypsin,1.61
17830,Curli production assembly/transport component CsgG,Protein of unknown function (DUF3048) N-terminal domain,1.1
6195,Domain of unknown function (DUF5666),Domain of unknown function (DUF5776),1.1
6189,Domain of unknown function (DUF4382),Domain of unknown function (DUF5776),1.1
9109,Peptidase family M28,Surface antigen variable number repeat,1.1
9110,Omp85 superfamily domain,Peptidase family M28,1.1
17828,Curli production assembly/transport component CsgG,Protein of unknown function (DUF3048) C-terminal domain,1.1
8964,Formamidopyrimidine-DNA glycosylase H2TH domain,GAD domain,1.1
8973,Zinc finger found in FPG and IleRS,"tRNA synthetases class II (D, K and N)",1.1
8974,Formamidopyrimidine-DNA glycosylase N-terminal domain,"tRNA synthetases class II (D, K and N)",1.1
8972,Formamidopyrimidine-DNA glycosylase H2TH domain,"tRNA synthetases class II (D, K and N)",1.1
8966,Formamidopyrimidine-DNA glycosylase N-terminal domain,GAD domain,1.1
8965,GAD domain,Zinc finger found in FPG and IleRS,1.1
9873,Glycosyl hydrolase 108,N-acetylmuramoyl-L-alanine amidase,1.61
9885,N-acetylmuramoyl-L-alanine amidase,Predicted Peptidoglycan domain,1.61
751,CRISPR-Cas9 PI domain,CRISPR-Cas9 WED domain,3.09
14844,Flagellar Assembly Protein A beta solenoid domain,MORN repeat,1.1
14845,Flagellar Assembly Protein A N-terminal region,MORN repeat,1.1
14718,NHL repeat,Passenger-associated-transport-repeat,1.61
5981,Bacterial Ig-like domain (group 3),"Putative binding domain, N-terminal",1.95
4889,AMP-binding enzyme C-terminal domain,DHHA1 domain,1.61
16334,AMP-binding enzyme,Condensation domain,1.1
6719,Competence protein,Sigma-70 region 3,1.61
9595,Carbohydrate binding module (family 6),FIVAR domain,1.95
6720,Domain of unknown function (DUF4131),Sigma-70 region 3,1.61
13192,EamA-like transporter family,Excalibur calcium-binding domain,1.1
14153,Anaphase-promoting complex subunit 4 WD40 domain,Gram-negative bacterial TonB protein C-terminal,1.1
14152,Anaphase-promoting complex subunit 4 WD40 domain,MORN repeat variant,1.1
4070,4-fold beta flower protein,Chitobiase/beta-hexosaminidase C-terminal domain,1.1
4066,5-fold beta-flower protein,Chitobiase/beta-hexosaminidase C-terminal domain,1.1
16093,D5 N terminal like,Small subunit of acetolactate synthase,1.39
1140,Listeria-Bacteroides repeat domain (List_Bact_rpt),PKD domain,2.64
3670,D5 N terminal like,DnaB-like helicase C terminal domain,2.2
17951,"Bifunctional DNA primase/polymerase, N-terminal",Thioesterase domain,1.61
12665,Atypical Rib domain,GEVED domain,1.1
12664,GEVED domain,Rib domain,1.1
3499,EPSP synthase (3-phosphoshikimate 1-carboxyvinyltransferase),RNA methyltransferase domain,1.1
3500,Queuosine biosynthesis protein,RNA methyltransferase domain,1.1
17719,AhpC/TSA family,Protein phosphatase 2C,1.1
12109,Putative DNA-binding HTH domain,Ribosomal protein L35,1.1
16899,Flagella basal body rod protein,Protein phosphatase 2C,1.1
3485,Queuosine biosynthesis protein,RNA methyltransferase PUA domain,1.1
3484,EPSP synthase (3-phosphoshikimate 1-carboxyvinyltransferase),RNA methyltransferase PUA domain,1.1
15146,Homeodomain,Protein of unknown function (DUF1524),1.1
15145,Protein of unknown function (DUF1524),START domain,1.1
11849,HIT domain,"Mur ligase family, catalytic domain",1.1
13978,FIST C domain,HIT domain,1.1
8734,"DNA helicase Pif1, 2B domain",NusB family,1.1
19357,MaoC like domain,Squalene-hopene cyclase N-terminal domain,1.1
19359,MaoC like domain,Squalene-hopene cyclase C-terminal domain,1.1
6389,Glutamine amidotransferase class-I,Putative redox-active protein (C_GCAxxG_C_C),1.1
13979,FIST N domain,HIT domain,1.1
13987,ATP cone domain,Mur ligase middle domain,1.1
14835,Prolyl oligopeptidase family,WG containing repeat,1.1
14833,Prolyl oligopeptidase family,Protein of unknown function (DUF1002),1.1
12168,Cyclic nucleotide-binding domain,SurA N-terminal domain,1.1
17727,DOMON domain,PKD-like domain,1.39
10883,Periplasmic copper-binding protein (NosD),RTX calcium-binding nonapeptide repeat (4 copies),1.95
18804,Aminotransferase class-III,"Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain III",1.1
19038,Periplasmic sensor domain,Protein similar to CwfJ C-terminus 2,1.61
14497,CobQ/CobB/MinD/ParA nucleotide binding domain,UPF0150-like,1.1
19032,Periplasmic sensor domain,Protein similar to CwfJ C-terminus 1,1.61
14496,CobQ/CobB/MinD/ParA nucleotide binding domain,HicB family,1.1
718,Cch helix turn helix domain,Poxvirus D5 protein-like,1.61
17738,Pilin (bacterial filament),"Type IV minor pilin ComP, DNA uptake sequence receptor",1.1
3128,Crp-like helix-turn-helix domain,Stage II sporulation protein E (SpoIIE),1.79
18214,GIY-YIG catalytic domain,"Zinc finger, C2H2 type",1.1
8133,"Glutamyl-tRNAGlu reductase, dimerisation domain",RnfC Barrel sandwich hybrid domain,1.1
8131,"Glutamyl-tRNAGlu reductase, dimerisation domain",Respiratory-chain NADH dehydrogenase 51 Kd subunit,1.1
15546,Bacterial type II/III secretion system short domain,CSS motif domain associated with EAL,1.1
5679,APAF-1 helical domain,Putative cell wall binding repeat,1.79
12296,"WD domain, G-beta repeat",Y_Y_Y domain,1.95
8030,Iron-sulfur binding domain of endonuclease III,"Oligopeptide/dipeptide transporter, C-terminal region",1.1
13997,Nucleotide-binding C-terminal domain,"Ribonucleotide reductase, all-alpha domain",1.1
13998,"Ribonucleotide reductase, all-alpha domain",Sugar-binding N-terminal domain,1.1
2626,Helix-turn-helix domain of transposase family ISL3,Transposase domain (DUF772),1.39
5831,GBS Bsp-like repeat,SprB repeat,1.61
6849,Domain of unknown function (DUF4384),FhuF 2Fe-2S C-terminal domain,1.1
6847,Domain of unknown function (DUF4384),Ferric iron reductase FhuF-like transporter,1.1
4315,Predicted Permease Membrane Region,Uncharacterised protein conserved in bacteria (DUF2326),1.1
4316,Cation transport protein,Predicted Permease Membrane Region,1.1
4401,C-terminal lipocalin-like domain,Two component regulator propeller,1.61
6739,Bacterial Ig-like domain,CHU_C Type IX secretion signal domain,2.2
19054,GUN4-like,Protein kinase domain,1.79
13761,50S ribosome-binding GTPase,ATPase domain predominantly from Archaea,1.39
7937,Fusaric acid resistance protein-like,Sigma-70 region 2,1.61
7938,FUSC-like inner membrane protein yccS,Sigma-70 region 2,1.61
11686,CRISPR-associated endoribonuclease Cas6,Reverse transcriptase (RNA-dependent DNA polymerase),3.04
16137,Bacterial EndoU nuclease,Periplasmic copper-binding protein (NosD),1.1
17813,ATPase family associated with various cellular activities (AAA),Smr domain,1.39
17814,ATPase family associated with various cellular activities (AAA),MutS2 and Smr-associated SH3 domain,1.39
13611,Transposase IS200 like,tRNA modifying enzyme MnmG/GidA C-terminal helical bundle,1.1
4760,Flagellin hook IN motif,PrcB C-terminal,1.1
